OrderID (PK),OrderDate,CustomerID (fk),StaffID(fk)
F4-6A-A3-18-3D-52,2020-03-25,513,101
CF-36-6C-F8-85-79,2020-11-14,220,101
7A-8B-6F-10-B6-B7,2020-11-05,811,101
41-93-6F-12-96-A1,2020-02-08,717,103
C6-E5-24-23-AD-DF,2020-08-04,346,101
8B-1C-1F-2C-C9-C7,2020-07-11,668,102
72-DB-27-35-17-2A,2020-03-08,150,103
F9-89-C3-11-4F-EA,2020-08-11,654,101
03-61-5E-BF-5D-51,2020-02-28,426,101
55-9C-05-F5-39-F1,2020-12-08,207,103
A8-F0-AD-43-75-44,2020-01-13,54,103
3E-A9-91-49-09-26,2020-01-04,571,103
8E-47-32-B3-B0-32,2020-07-29,996,103
3F-59-F4-BE-DE-A8,2020-02-27,795,103
A0-8F-36-EE-49-97,2020-01-29,957,101
2D-5C-36-E6-82-76,2020-09-03,283,103
FB-6C-E9-19-BB-CE,2020-10-02,148,102
4B-70-16-95-FC-69,2020-10-25,212,101
A6-1D-89-B3-70-7A,2020-08-04,790,101
F4-95-9E-1B-A6-02,2020-06-30,248,101
72-19-BF-25-85-7B,2020-01-04,55,103
E5-D5-73-8F-4F-4D,2020-08-24,148,101
E8-60-03-CD-FE-D2,2020-02-01,8,103
8D-37-1E-32-CC-76,2020-02-03,186,102
A1-C3-82-BC-64-B1,2020-07-24,83,102
9D-C9-DC-CD-4E-1A,2020-07-13,275,101
93-67-57-C4-B7-1F,2020-04-18,647,102
40-75-0A-EE-6A-9B,2020-11-28,894,101
FB-98-BB-40-81-A0,2020-06-13,870,103
05-CB-F6-4B-D6-ED,2020-01-02,322,101
74-48-10-5C-54-48,2020-01-13,438,102
54-FF-61-FD-8C-96,2020-05-21,260,103
53-39-18-0F-BD-71,2020-06-04,805,102
19-7E-D4-6A-8A-66,2020-08-12,949,103
76-F9-F9-7A-4A-EA,2020-08-19,610,102
78-2A-A8-E5-E3-1C,2020-07-19,134,103
1B-BB-CD-3D-27-D7,2020-05-27,244,101
90-09-60-83-A5-80,2020-06-26,657,103
03-9B-FE-31-F9-DB,2020-06-19,642,103
79-5F-84-72-73-36,2020-01-24,123,101
FA-3D-BC-8D-06-9B,2020-11-01,748,102
6C-48-B9-CD-8C-AD,2020-09-14,112,101
A1-27-0B-12-AC-7C,2020-06-18,481,101
68-3A-ED-4E-40-E0,2020-05-07,328,102
7C-8A-B9-0A-74-08,2020-06-10,618,101
FB-57-1C-42-34-CD,2020-07-20,22,101
5A-76-63-D3-B3-46,2020-10-25,151,102
82-06-FB-FE-C1-0C,2020-12-04,52,101
96-50-1F-7A-D7-8E,2020-11-17,319,102
61-62-A4-27-5E-03,2020-12-29,540,101
8E-5A-F7-4D-06-32,2020-05-02,957,101
F3-BA-27-11-6D-30,2020-12-21,667,102
45-54-01-06-0C-0C,2020-08-09,761,101
1D-60-51-55-7E-3E,2020-07-30,11,101
B8-2E-7C-95-50-CB,2020-09-04,606,102
24-7B-8E-09-B8-72,2020-03-05,514,102
AF-15-1F-60-23-09,2020-11-23,442,103
DF-D0-EE-07-C4-A1,2020-11-13,406,101
C2-02-47-02-61-FF,2020-07-02,295,101
07-F1-6F-68-E6-75,2020-05-03,47,102
D4-AA-D5-E3-6D-F9,2020-05-08,488,103
F3-D3-1C-5F-A6-55,2020-03-29,507,103
67-1E-1A-4E-97-8A,2020-06-24,732,101
5D-60-60-08-CD-38,2020-06-28,850,102
BA-8C-72-F1-B1-86,2020-11-12,498,102
A9-65-D7-DD-8A-DA,2020-09-23,237,101
CB-32-52-B3-CA-77,2020-06-10,834,101
F5-3B-57-D9-05-CC,2020-07-13,539,101
C9-0C-B7-A3-94-08,2020-07-05,637,103
48-D7-C5-48-08-D3,2020-04-07,463,101
2D-AA-FB-66-E3-B6,2020-04-24,712,101
0A-BD-24-C0-C4-88,2020-05-20,753,103
A6-1C-CD-32-E2-ED,2020-11-28,904,102
7E-47-36-D7-EB-4B,2020-09-27,456,101
7B-97-5D-6B-77-71,2020-06-07,521,103
5C-36-A8-17-B0-A3,2020-01-12,656,103
EC-C1-69-5C-24-BF,2020-11-14,28,103
60-33-1B-43-D1-6C,2020-01-02,88,103
49-81-F0-0F-14-C2,2020-05-11,590,101
A8-A0-EE-71-BA-41,2020-02-23,470,101
2B-AF-6D-36-6A-90,2020-04-12,97,101
24-38-15-02-55-F6,2020-08-04,692,103
08-5A-C5-0C-0B-21,2020-12-15,985,102
2B-35-7C-9D-79-AE,2020-07-04,849,101
23-5D-3B-13-13-46,2020-09-11,599,101
2A-99-26-4D-B8-98,2020-10-15,988,103
64-10-DA-AD-0C-39,2020-06-15,140,103
91-AC-F8-97-3D-0D,2020-08-10,214,103
C3-A2-B2-B0-BB-5D,2020-10-06,930,102
17-24-8F-5D-CA-E6,2020-07-19,444,103
28-42-E8-75-DC-20,2020-09-08,951,103
FD-BA-3D-7A-59-D0,2020-05-02,328,103
DF-7B-00-2C-10-0C,2020-03-21,5,102
DF-5C-39-8B-E0-FB,2020-10-30,668,102
28-28-5F-1C-C6-80,2020-07-27,343,103
96-76-23-F9-B8-12,2020-04-24,510,103
38-B1-DF-C7-5F-AC,2020-11-24,702,103
7B-98-E4-D8-28-5B,2020-06-05,426,101
E1-20-29-6D-C8-C5,2020-06-28,312,102
23-5B-24-F6-8E-2C,2020-01-27,342,102
8F-3B-36-EE-4F-85,2020-11-20,858,101
BA-4E-70-FC-52-31,2020-06-25,580,103
75-F7-32-5C-6F-2A,2020-05-16,899,102
AC-C8-F9-4C-82-6B,2020-09-18,9,102
A9-C2-DF-D2-59-91,2020-09-09,739,101
0B-9C-27-BA-0D-AA,2020-11-10,5,103
FF-46-5B-8C-28-E5,2020-04-04,440,103
F2-3B-A7-A7-7C-18,2020-06-25,820,103
A0-99-C9-17-75-75,2020-03-09,450,102
82-E5-EE-D6-25-8B,2020-02-04,956,103
43-69-61-AF-B8-33,2020-08-27,934,102
FD-3A-CA-AC-4F-5F,2020-11-05,593,103
2A-72-CF-2C-9D-1A,2020-12-31,1,101
6C-05-98-79-F0-9F,2020-07-08,915,103
25-E5-A1-2E-92-01,2020-11-12,754,103
E6-1B-35-32-02-52,2020-06-21,109,101
20-6F-27-53-49-56,2020-08-21,449,103
A8-7B-27-A0-9D-9D,2020-05-04,467,101
28-8D-22-46-6F-8D,2020-11-12,535,101
EF-98-F1-DF-3F-8C,2020-03-28,341,101
A6-7E-12-35-CB-D1,2020-09-19,535,101
07-F8-10-7D-B3-49,2020-02-27,909,101
33-07-C2-69-B2-28,2020-12-23,272,103
51-3B-69-AA-28-98,2020-10-06,224,103
67-79-B4-26-08-30,2020-04-20,67,103
2A-30-02-15-14-B1,2020-05-31,781,101
C0-C8-A7-DB-75-F4,2020-05-29,945,102
74-28-7F-26-D1-19,2020-07-06,897,101
19-80-C9-BB-1D-B0,2020-03-06,389,102
58-F4-05-2F-C3-E2,2020-12-22,690,102
46-D7-BE-29-B5-51,2020-08-08,671,103
31-FD-2F-9A-95-5C,2020-09-01,406,101
1D-73-62-88-C4-C2,2020-01-02,947,102
96-0F-D6-3E-60-FE,2020-10-11,483,103
D8-68-16-FC-92-B4,2020-07-11,561,101
87-C9-8B-D9-60-23,2020-06-18,245,103
D5-C8-C0-2E-2E-D5,2020-03-24,596,102
60-95-07-05-4D-C2,2020-07-29,635,102
9C-70-96-85-18-DF,2020-09-26,136,101
FC-E9-46-0C-4E-D0,2020-01-03,207,103
81-FA-95-D7-55-A6,2020-03-23,610,102
F3-5C-1B-71-B8-DA,2020-08-24,531,102
61-1B-DF-C5-58-0D,2020-12-03,596,103
FE-8A-3A-26-EA-48,2020-12-15,721,102
BC-18-D8-7C-7C-AB,2020-12-24,831,103
D6-36-FD-1F-BE-D7,2020-03-07,892,102
D9-5F-74-E1-7A-ED,2020-06-07,948,103
DB-1C-F4-23-7D-AD,2020-10-28,144,102
47-7A-18-6C-13-7D,2020-07-07,688,102
EC-5A-F8-D0-41-35,2020-08-01,367,103
02-99-03-95-92-4C,2020-03-01,98,101
22-B1-93-2C-20-44,2020-03-12,348,102
18-57-ED-4D-F5-83,2020-10-24,268,103
DE-76-F3-21-60-A1,2020-06-17,774,103
96-F7-05-10-7A-D2,2020-04-16,81,103
1C-60-AE-E0-54-29,2020-12-02,389,101
53-93-32-47-03-0A,2020-06-03,835,101
90-70-00-D2-05-4F,2020-12-23,656,102
C4-78-1A-4A-07-15,2020-05-29,771,101
2C-6F-78-F1-30-B8,2020-01-11,494,102
FB-56-18-09-C9-EA,2020-01-03,374,101
F8-2E-C0-7E-89-70,2020-03-08,384,103
0E-55-28-10-47-80,2020-09-05,40,103
AE-52-DE-F7-50-11,2020-08-15,321,103
93-05-76-E9-15-65,2020-07-30,450,103
DF-EB-E1-02-72-D3,2020-11-15,188,101
C7-6E-38-0D-BD-2B,2020-12-13,264,103
69-E5-3F-09-49-2C,2020-08-16,651,101
2E-09-EB-7D-03-A9,2020-01-16,336,101
8A-50-50-C9-E0-35,2020-04-30,510,103
9D-40-6B-DB-F5-7D,2020-07-07,935,101
B2-DF-1A-3D-F4-06,2020-02-07,410,101
11-22-CB-16-D7-F6,2020-12-09,901,101
6A-F9-2D-76-03-41,2020-11-06,334,101
BD-73-E4-B1-26-58,2020-03-20,907,103
02-CF-03-31-DC-DD,2020-01-12,88,101
1B-F0-9E-EB-C3-4F,2020-04-23,730,101
9E-3C-B4-4A-3A-3E,2020-12-15,560,101
22-C8-D7-5C-11-6C,2020-01-26,476,101
49-A6-1D-3A-50-FA,2020-03-04,478,101
92-61-9B-02-1C-A3,2020-11-04,573,102
4B-F4-2E-99-9F-F9,2020-08-15,673,103
DD-E4-12-1C-14-6F,2020-05-26,412,101
9E-45-36-D8-C7-0E,2020-08-23,451,103
C3-9D-48-7F-81-62,2020-07-08,518,102
63-E6-5C-0F-31-5A,2020-11-09,877,102
53-14-95-52-FD-36,2020-03-11,773,101
22-D4-8A-E4-F1-69,2020-12-30,329,101
23-56-31-52-00-78,2020-07-08,753,103
0E-72-7E-D4-1E-75,2020-09-29,267,101
58-5B-3E-CA-F1-B4,2020-03-21,849,103
48-0C-66-D4-C0-45,2020-08-23,494,103
54-C8-72-2E-2B-AC,2020-05-16,351,103
AD-61-30-8B-A2-F7,2020-12-27,863,103
C8-00-E6-FC-14-2D,2020-08-28,988,102
C9-97-BD-82-9C-84,2020-01-10,137,102
29-DB-2C-9A-63-F5,2020-05-19,852,103
74-66-3C-F7-7A-9E,2020-08-28,917,102
FD-7A-2A-70-F3-DE,2020-11-15,671,103
0B-20-BE-49-6E-34,2020-03-15,320,102
9A-D2-B5-D0-1B-5A,2020-12-18,580,102
0C-BE-F4-24-7A-BE,2020-07-29,135,102
2A-4E-7D-17-A0-10,2020-10-11,564,102
56-25-5E-1E-BF-85,2020-09-22,761,103
4D-D9-C3-F7-F4-8B,2020-08-03,720,103
E1-CB-CC-2A-86-5B,2020-04-09,181,101
4E-E1-E8-AA-A0-22,2020-07-18,625,101
43-79-12-DA-86-78,2020-06-08,795,101
86-8F-67-C7-9C-D5,2020-01-29,567,101
0E-4C-80-67-2D-B8,2020-03-27,366,101
E9-44-BA-FC-1A-CB,2020-05-26,77,103
97-7D-86-F7-9F-B5,2020-01-20,135,102
66-D5-E5-33-C7-37,2020-07-09,856,102
04-87-3E-0E-01-4D,2020-03-07,373,103
5F-69-6E-AD-F6-E4,2020-07-03,970,103
2F-9E-C0-19-A3-40,2020-04-26,167,102
E8-B5-D9-AF-57-F7,2020-01-09,781,102
E3-E2-76-12-00-F0,2020-08-16,850,101
59-00-72-75-61-BC,2020-12-13,890,103
79-72-DE-FE-EB-9E,2020-09-14,178,101
F5-CC-22-BC-3B-2F,2020-01-29,236,103
C7-85-A8-D0-D5-3E,2020-10-11,809,101
58-AE-44-E3-3A-DC,2020-01-10,637,101
44-B5-E9-A8-C1-03,2020-11-08,150,102
9E-4C-81-EE-9A-05,2020-10-05,650,102
87-BF-C7-08-93-2F,2020-09-16,344,101
24-2A-CB-D0-FD-FE,2020-12-21,145,103
56-FD-CD-4A-B5-41,2020-07-24,277,101
57-14-ED-7A-43-5D,2020-08-18,130,101
7F-1F-11-74-4F-DD,2020-11-10,127,103
49-CE-DB-09-70-4B,2020-02-09,831,103
3C-C9-47-7F-3D-FF,2020-01-23,342,102
56-25-34-7F-FF-61,2020-05-26,128,102
0E-5F-CF-CD-5C-8E,2020-03-15,337,102
3C-FA-2C-F2-E7-5A,2020-07-23,858,103
28-5E-19-21-CE-1E,2020-05-16,43,101
FC-E1-34-0E-C7-D9,2020-10-02,217,103
12-CB-32-1E-6A-A9,2020-06-07,702,101
2C-42-1E-B5-EE-54,2020-01-13,518,101
F2-34-BC-E0-3C-39,2020-12-14,824,103
23-B1-14-C4-08-DA,2020-06-10,15,102
4B-D0-F6-6C-79-BF,2020-05-16,983,101
CA-E0-BA-A6-0C-62,2020-05-23,914,103
30-18-FE-D4-43-69,2020-11-25,476,101
61-FA-66-94-5F-B8,2020-01-29,547,101
03-E2-FF-F8-8F-13,2020-01-17,400,103
DB-F4-06-BA-6A-6E,2020-06-27,609,103
82-B6-5A-65-8D-F2,2020-09-28,961,103
69-16-1F-FC-E2-DE,2020-11-27,138,102
67-F5-0D-E1-D4-72,2020-05-22,952,102
D5-AB-8A-F3-C1-EC,2020-02-11,621,101
39-E4-5D-8D-46-A3,2020-05-12,281,103
3A-F8-7B-D4-F8-45,2020-04-27,800,102
62-FD-D7-6A-A1-DC,2020-03-19,388,103
B9-6B-36-34-EF-B9,2020-10-09,914,102
15-CF-A8-23-58-86,2020-01-31,825,102
90-D3-77-27-98-D3,2020-10-30,603,102
E4-1D-6A-04-9B-8D,2020-11-17,244,101
46-E6-0E-C4-1F-74,2020-12-14,956,102
D6-56-74-B2-3E-98,2020-12-21,20,103
F9-15-7D-F1-84-1D,2020-09-06,324,102
D7-D6-90-84-0F-BD,2020-01-13,320,102
2B-90-69-51-CC-CF,2020-08-21,297,101
DB-51-36-51-19-CE,2020-02-17,101,103
B7-F1-3F-50-88-3E,2020-04-19,450,103
67-2A-45-46-CB-3E,2020-07-03,718,103
21-E9-B8-55-EF-44,2020-02-28,888,103
9A-DC-2C-37-71-D6,2020-05-15,951,103
97-8C-F5-1F-C0-F2,2020-11-21,839,102
52-87-60-E0-90-BD,2020-03-26,44,101
B2-FD-25-45-D8-15,2020-09-17,272,102
4F-D8-DF-72-4D-50,2020-06-17,338,102
6D-A6-87-D5-EC-30,2020-12-31,155,101
D4-92-18-A7-DB-52,2020-03-31,787,102
94-26-4A-1C-54-5B,2020-07-02,878,103
0A-B4-45-DA-DC-BA,2020-11-14,714,103
A2-B2-D3-9C-B0-4F,2020-07-17,337,103
55-98-5A-E4-A8-A7,2020-06-23,367,102
CE-93-17-73-F9-6D,2020-04-09,849,103
82-CB-34-C8-62-38,2020-06-01,679,103
9B-DB-29-FC-61-63,2020-11-24,689,101
D2-4D-74-9E-7C-8C,2020-03-04,418,101
21-A3-29-B1-E9-64,2020-08-05,296,102
7F-95-67-D7-20-15,2020-08-12,946,102
2C-EA-BF-1B-E3-30,2020-11-12,267,102
E6-59-60-7B-BB-2F,2020-05-27,773,102
EE-85-32-8F-82-00,2020-07-15,359,103
99-03-91-FA-D5-48,2020-05-25,925,101
28-4F-91-51-1A-A8,2020-07-12,349,102
43-D5-2E-78-32-95,2020-03-07,981,103
DF-27-E4-C8-8A-D1,2020-08-24,949,102
98-9A-08-CD-56-F6,2020-05-22,990,101
00-12-4F-A5-35-2B,2020-09-18,743,102
12-12-FA-83-18-80,2020-07-17,388,101
62-09-65-A2-2A-0D,2020-07-18,95,101
7C-AD-18-69-A6-B4,2020-01-09,543,101
65-B0-F8-AB-4F-C4,2020-05-01,418,103
EF-CD-04-68-BD-B6,2020-01-27,811,103
20-E3-21-E0-07-1A,2020-09-29,829,101
8B-B8-C8-73-0B-A2,2020-01-19,718,102
80-50-55-C3-F4-96,2020-04-19,86,103
F5-CF-18-38-0A-14,2020-01-16,813,102
0F-86-A9-5C-A7-F4,2020-01-20,319,102
28-0E-14-58-4F-48,2020-09-18,811,101
F2-63-DB-0D-2B-B1,2020-03-29,194,101
9E-22-90-92-33-70,2020-05-02,790,102
3E-0D-4B-F5-8A-F3,2020-06-04,878,102
6A-C1-0E-E7-BA-24,2020-09-30,563,101
37-CA-78-3C-31-78,2020-11-06,682,103
50-AB-48-4F-6F-6C,2020-07-04,851,103
7F-BB-D2-F3-40-92,2020-11-11,400,102
F7-82-18-64-4E-1C,2020-11-04,484,101
1B-F0-9B-79-10-91,2020-02-16,55,102
67-01-AB-96-12-9D,2020-02-21,451,101
C9-4E-67-B3-0B-61,2020-03-09,189,103
9C-28-AD-BC-43-39,2020-01-20,333,103
5A-53-98-DB-D7-A2,2020-08-01,614,102
A4-2B-BF-3E-95-AB,2020-09-15,730,102
A3-92-F4-76-6B-A3,2020-03-12,967,102
86-BA-81-61-49-54,2020-05-16,426,102
F6-ED-5C-DD-E4-AF,2020-07-07,194,101
CD-55-2F-D5-87-AF,2020-03-26,607,103
74-EE-85-69-C9-DF,2020-09-06,591,102
0B-2D-4F-01-15-85,2020-01-08,245,102
AC-18-90-57-E0-72,2020-02-06,64,102
F3-C6-88-53-07-E1,2020-01-22,152,103
34-FE-69-D2-7A-D8,2020-01-20,818,102
B1-79-1A-81-DE-8E,2020-06-18,628,101
18-8C-91-9C-9C-F0,2020-01-13,866,103
1C-12-A2-76-0F-F6,2020-11-22,187,101
6B-00-27-EA-13-47,2020-09-02,445,103
9B-E7-98-26-75-2B,2020-05-03,307,103
8E-80-0F-EA-7D-D1,2020-10-23,260,102
30-32-F4-F4-27-9D,2020-03-19,799,102
77-3C-A1-46-13-D8,2020-01-01,194,101
C0-3F-6C-1D-E1-45,2020-07-25,733,102
20-8F-B0-B7-9C-8B,2020-04-14,238,103
84-DD-9E-04-81-17,2020-07-03,979,103
8D-9B-86-12-6B-D7,2020-10-13,712,103
D3-95-DA-4E-62-94,2020-12-26,330,103
A7-3C-43-CE-08-FC,2020-07-28,145,103
6F-4C-B4-F7-02-DE,2020-03-29,108,103
07-18-3A-FC-25-D5,2020-06-06,498,103
67-42-3E-0C-97-F2,2020-03-23,375,101
D1-CB-21-18-97-55,2020-06-28,372,102
F8-84-76-03-85-A7,2020-12-25,850,102
4A-D4-70-6A-5F-C8,2020-06-10,955,101
3C-67-3B-00-D4-47,2020-06-12,840,101
C3-39-2B-70-06-29,2020-05-18,577,103
A2-2E-D4-2D-23-38,2020-07-07,992,101
0C-65-BA-E9-97-11,2020-05-25,481,102
A6-B7-9F-78-7A-76,2020-03-07,99,102
C8-32-DB-75-08-89,2020-10-16,778,103
4B-14-03-61-5B-FD,2020-01-28,847,101
3A-E4-94-28-5B-07,2020-06-03,751,103
7F-F2-1B-EB-37-02,2020-09-12,545,102
70-E6-9A-A6-34-5C,2020-03-23,212,102
62-8A-4C-45-BB-6B,2020-04-03,322,102
7A-F1-D4-CC-A5-F8,2020-08-07,869,101
3C-C3-AB-A7-3D-7E,2020-02-07,807,102
B7-E0-D2-8B-E2-50,2020-03-27,729,101
DE-C6-D1-AC-A6-79,2020-03-18,287,102
93-84-61-4C-F6-39,2020-03-18,796,102
4C-2C-72-9A-A3-FC,2020-10-08,544,102
3A-0C-69-59-51-E5,2020-07-28,512,101
76-FF-C3-8B-A4-D9,2020-12-05,839,103
73-80-26-10-5C-14,2020-11-13,651,101
F2-F6-DF-13-DE-2F,2020-06-21,545,103
44-DB-7D-9C-3C-EE,2020-04-19,380,102
A8-EC-6B-7C-D4-C2,2020-12-25,113,103
0E-8D-C9-9F-8A-24,2020-01-24,990,103
1F-15-25-16-29-1D,2020-05-04,269,101
1F-8F-1F-2A-0C-7E,2020-06-24,470,102
E9-F8-D5-9F-D6-41,2020-04-29,562,103
09-DC-7C-80-4A-38,2020-04-28,324,102
19-EF-89-0F-66-CB,2020-09-16,497,102
7A-3C-82-CC-29-2F,2020-05-18,7,101
0A-E5-75-85-D3-9F,2020-06-27,347,103
23-CE-D9-70-1A-30,2020-12-20,794,102
93-FE-24-2B-32-08,2020-06-16,926,101
C7-A3-96-22-D5-51,2020-03-06,351,101
7A-E7-B9-FA-68-4C,2020-10-02,455,101
46-4C-EB-88-E7-8A,2020-12-14,347,101
29-55-27-D7-A9-62,2020-02-09,780,102
90-E6-CB-93-AE-0A,2020-01-08,51,102
20-6D-68-CF-55-01,2020-08-01,944,103
41-80-3C-51-21-D2,2020-09-30,87,101
4F-78-F9-2C-C1-B4,2020-03-01,318,101
12-8B-19-29-1D-AF,2020-01-12,853,102
4B-17-88-00-F2-C4,2020-07-11,898,101
91-B3-79-65-C6-82,2020-05-25,915,101
FB-5F-AA-14-A3-C8,2020-11-08,18,103
76-85-6E-97-DC-07,2020-01-31,480,102
70-0E-20-CE-E2-19,2020-04-14,693,101
76-C2-12-33-8C-12,2020-06-01,818,103
7D-F7-08-56-6C-F8,2020-05-14,131,101
EC-91-7C-2A-61-26,2020-08-02,76,103
89-46-58-83-85-E2,2020-01-07,528,102
EB-BB-EC-7C-8B-1B,2020-07-21,6,102
C7-C2-E1-7B-C4-56,2020-11-30,280,101
B0-29-BD-32-B3-49,2020-03-02,321,103
DE-69-9D-09-93-C6,2020-11-03,124,102
A8-E7-D4-E8-62-6A,2020-11-22,362,102
C9-56-93-BA-72-FD,2020-06-30,672,103
A4-64-08-64-96-57,2020-08-17,649,101
29-0B-CD-44-27-AD,2020-08-15,338,102
7D-6A-EA-8C-58-BD,2020-07-15,263,102
1F-B4-23-A9-39-9E,2020-09-20,115,103
88-47-87-5B-49-44,2020-08-18,181,103
10-F8-D8-B1-1E-EB,2020-11-26,212,101
AB-B7-DA-06-2C-17,2020-05-01,328,103
FB-84-1E-C8-8C-3B,2020-01-14,627,103
89-C8-AF-D4-4E-2E,2020-07-06,726,102
2A-E1-E6-C2-BB-6A,2020-10-21,131,102
1C-74-52-E6-D9-54,2020-09-04,526,101
20-B4-9C-DB-2C-C5,2020-11-04,699,101
82-E6-72-10-CA-BE,2020-04-03,880,103
BF-EC-40-AC-F3-85,2020-06-14,597,101
A3-73-1D-00-2E-44,2020-03-17,287,102
6A-1B-5B-50-5A-98,2020-12-19,47,101
9B-CB-8B-73-78-81,2020-12-07,698,102
3F-10-13-A2-17-BC,2020-08-05,248,103
C8-9E-80-E6-CE-8F,2020-07-31,583,102
53-5A-D5-4C-38-36,2020-01-30,41,101
6D-B8-3B-A8-AA-08,2020-09-29,819,103
05-53-63-61-C7-41,2020-04-02,851,103
03-B1-95-8C-52-D2,2020-12-26,152,101
59-E3-AE-37-F6-3F,2020-01-13,568,103
33-67-50-1F-0F-F7,2020-05-02,119,103
6F-AD-1A-FD-6A-62,2020-11-02,127,103
88-B7-5E-06-09-18,2020-10-01,24,103
32-8C-B5-D2-C2-6D,2020-07-21,324,103
58-F0-C2-AA-7D-89,2020-08-29,25,102
25-D4-53-56-1F-40,2020-07-01,653,103
4E-2C-EC-01-2C-FA,2020-11-10,285,103
F6-1E-C2-C4-63-0F,2020-05-30,909,103
63-15-75-8E-2F-85,2020-07-13,739,101
5F-05-6C-40-FE-D6,2020-04-30,795,102
78-3C-07-9E-5A-F7,2020-11-10,997,103
A3-3A-6A-E5-F6-2C,2020-12-24,413,102
15-BB-52-28-F9-00,2020-06-03,33,103
21-88-D5-7E-21-71,2020-04-16,802,101
68-6D-AF-93-05-F8,2020-01-06,884,101
79-33-1E-21-4C-80,2020-07-20,289,102
24-8D-99-81-A4-05,2020-09-04,431,102
D1-39-79-66-01-2E,2020-09-15,836,102
EC-40-5B-4B-26-04,2020-08-20,203,101
E7-80-95-C8-32-4D,2020-04-22,173,103
96-97-30-68-2C-81,2020-03-22,710,102
A9-9F-92-C9-D4-F4,2020-09-14,317,102
60-79-D3-71-F9-6E,2020-10-11,962,103
ED-57-DD-33-8A-5B,2020-02-14,208,102
2A-68-90-8F-D5-E0,2020-02-11,361,101
DA-EF-4F-95-52-DB,2020-09-29,378,101
B9-64-28-32-44-A8,2020-10-29,430,101
49-50-1A-47-75-10,2020-06-18,435,101
C4-41-C1-F9-FB-54,2020-01-30,695,103
27-AC-7A-04-F3-9A,2020-12-19,614,101
AF-7A-79-4D-F9-B4,2020-06-29,23,102
C9-62-79-36-21-86,2020-03-20,874,103
09-AF-C3-73-CA-45,2020-06-05,282,103
A7-D9-C2-E2-14-91,2020-11-23,994,101
9A-5D-1A-97-86-83,2020-12-12,217,102
80-78-FA-47-63-CD,2020-03-16,981,101
E7-AD-52-2A-DF-BB,2020-10-10,865,101
AC-A9-A1-ED-37-E1,2020-04-03,198,101
A2-EB-DF-FA-3D-28,2020-02-21,135,102
14-C8-83-D5-30-02,2020-05-02,393,101
EF-EC-16-6A-05-0D,2020-01-26,495,103
90-51-34-08-2B-AD,2020-03-18,155,103
A9-1C-99-5F-34-B3,2020-10-13,398,101
9B-EA-73-67-CC-09,2020-07-12,807,103
0B-71-3D-E5-B7-F0,2020-01-06,62,102
8B-AA-76-DC-8C-B1,2020-03-23,706,102
E4-A9-BB-2F-80-A0,2020-05-20,400,103
AF-4C-74-20-22-D4,2020-01-04,777,102
EB-B5-59-98-76-1D,2020-05-03,949,101
53-A3-23-99-63-32,2020-07-22,426,101
90-AE-D1-D0-57-67,2020-07-13,746,103
F1-5C-84-8F-8C-4B,2020-08-24,24,103
86-E2-18-2B-32-39,2020-08-11,969,101
64-38-53-D4-E9-EC,2020-10-16,289,101
AF-99-D1-78-A5-11,2020-02-24,985,102
82-14-DC-BA-8D-40,2020-08-13,259,102
6F-70-D9-59-72-07,2020-11-20,960,101
2F-AE-AC-A5-3B-CA,2020-06-11,790,102
C8-BF-F1-03-6F-C0,2020-12-22,798,101
5F-68-D6-48-1C-E8,2020-12-09,604,102
04-F3-95-3E-D1-4E,2020-09-22,714,101
65-26-44-7F-9B-1A,2020-03-06,375,102
67-77-4F-31-EB-1E,2020-02-24,305,103
D4-EA-E4-C3-70-63,2020-08-31,532,101
09-8F-82-0E-30-CC,2020-05-01,239,101
12-CB-4F-F9-24-8F,2020-03-29,547,103
95-0B-72-E9-FC-43,2020-10-09,914,101
32-08-74-ED-4A-63,2020-03-23,695,101
94-FD-99-E1-DD-A4,2020-01-02,681,102
43-B9-AB-7B-1D-5D,2020-03-26,702,102
98-EA-2B-1F-C4-B8,2020-03-30,582,103
CE-4D-E7-66-E9-5B,2020-12-01,918,103
FE-66-A3-BE-BF-77,2020-10-15,922,103
A0-CE-C9-1A-12-44,2020-06-07,276,102
35-C5-B7-17-93-05,2020-10-07,363,101
41-0B-55-06-4F-E1,2020-12-20,370,103
C9-5A-23-9C-DB-F5,2020-08-20,736,103
E7-49-62-31-FE-7C,2020-09-24,553,103
42-C6-1E-A2-FB-73,2020-05-24,442,102
B7-CC-2A-CF-57-E2,2020-08-05,725,103
03-BA-11-55-59-8E,2020-03-14,746,102
11-C3-99-41-15-2C,2020-07-06,529,101
39-0C-D4-7C-6A-40,2020-12-23,563,103
83-EE-C7-08-B4-A8,2020-04-01,648,101
58-09-B1-6A-C2-18,2020-07-28,458,102
6A-46-4C-CD-A1-B2,2020-09-07,931,102
BD-80-B6-61-ED-84,2020-09-29,58,103
DD-EE-EA-F0-97-A1,2020-11-04,72,102
E2-6D-45-BD-52-6A,2020-09-08,694,103
B9-03-EE-A5-4F-CF,2020-11-05,749,103
80-D3-19-5B-EE-2A,2020-08-24,935,103
E2-30-7D-87-C6-79,2020-08-09,165,101
B4-48-E2-B2-C1-9F,2020-02-13,312,102
1D-B0-A1-0C-6F-FE,2020-05-12,537,101
B4-53-E7-D5-0E-69,2020-02-20,999,101
7F-FA-B7-B4-5D-B7,2020-08-06,616,101
